Player,Season,Country,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Taeyoon,S14,KR,ADC,4,0%,0.7,2,5,1.5,8.8,377,42.4%,27.9,609,1.14,0.41,0.45,0.13,-308,8,-111,0%,25%,0,-
Teddy,S14,KR,ADC,81,25.9%,2.9,3.1,2.3,3.4,9.2,410,72.4%,30.6,662,1.46,0.55,0.41,0.13,6,7,26,23.5%,7.4%,0,8
Viper,S14,KR,ADC,112,69.6%,6.8,4.6,1.5,5.9,9.6,450,71.7%,30.5,750,1.65,0.59,0.46,0.16,248,4,54,22.3%,8%,0,13
Andil,S14,KR,SUPPORT,76,46.1%,2.2,0.5,3.7,7.8,1.4,246,73.9%,8.5,201,3.15,1.64,0.42,0.36,-181,-4,-146,25%,17.1%,0,1
BeryL,S14,KR,SUPPORT,105,52.4%,3.3,1.1,3,8.7,1.9,266,72.6%,9.3,220,3.29,1.62,0.51,0.49,197,7,275,28.6%,14.3%,0,4
Delight,S14,KR,SUPPORT,112,69.6%,4.8,0.8,2.2,10,1.6,265,74.5%,6.9,165,3.42,1.77,0.45,0.45,96,1,222,30.4%,7.1%,0,3
Duro,S14,KR,SUPPORT,37,43.2%,2.6,0.4,3.1,7.7,1.3,243,67.6%,5.7,131,3.56,1.94,0.41,0.57,-41,2,-66,27%,18.9%,0,1
Effort,S14,KR,SUPPORT,14,7.1%,1.5,0.2,3.3,4.9,1.4,241,84.1%,8.3,152,4.16,2.28,0.69,0.66,-469,-25,-723,21.4%,14.3%,0,-
Execute,S14,KR,SUPPORT,54,33.3%,2.2,0.5,3.7,7.8,1.2,241,72.2%,7.7,168,3.34,2.01,0.35,0.52,-136,-7,-225,40.7%,16.7%,0,1
GuGer,S14,KR,SUPPORT,29,27.6%,1.6,0.6,3.8,5.5,1.8,239,66.4%,7.2,172,3.15,1.67,0.4,0.45,-281,2,-153,20.7%,10.3%,0,-
Kellin,S14,KR,SUPPORT,90,52.2%,3.6,0.6,2.6,8.9,1.3,252,71.8%,8.5,193,3.48,1.96,0.41,0.46,-33,-5,-231,34.4%,8.9%,0,-
Keria,S14,KR,SUPPORT,124,62.1%,4.2,1,2.3,8.5,2.2,278,69.7%,10.4,257,3.21,1.81,0.39,0.49,421,13,498,28.2%,6.5%,0,11
Lehends,S14,KR,SUPPORT,103,83.5%,4.3,0.7,2.5,10.1,1.7,271,69.5%,7,184,3.28,1.84,0.37,0.53,130,7,78,28.2%,22.3%,0,4
Moham,S14,KR,SUPPORT,26,57.7%,2.7,0.4,3.8,9.8,1,244,70.1%,6.3,148,3.75,1.9,0.52,0.59,-245,4,-247,19.2%,19.2%,0,-
Peter,S14,KR,SUPPORT,44,31.8%,3.3,0.5,2.3,7,1.4,245,75.1%,7.1,150,3.32,1.86,0.41,0.47,-269,-11,-236,25%,6.8%,0,-
Pleata,S14,KR,SUPPORT,83,25.3%,2.4,0.5,2.6,5.8,1.6,238,72.9%,8.4,172,3.44,2.01,0.45,0.51,-169,-5,-133,22.9%,7.2%,0,2
Pollu,S14,KR,SUPPORT,68,22.1%,1.9,0.6,3.8,6.6,1.1,232,69.9%,7.4,157,3.29,1.8,0.39,0.53,-327,-15,-536,33.8%,8.8%,0,1
Quantum,S14,KR,SUPPORT,14,28.6%,1.4,0.6,4.5,5.7,1.2,239,59.8%,11.1,240,3.58,1.96,0.5,0.47,-247,1,-242,7.1%,28.6%,0,-
Vital,S14,KR,SUPPORT,11,45.5%,2.9,0.6,3.5,9.5,1.3,257,75.2%,8.7,203,3.75,1.75,0.64,0.47,102,3,485,54.5%,0%,0,-
